Shift,Model,Scaler,index,train_r2,test_r2,train_mse,test_mse,train_mae_ratio,test_mae_ratio,test_mae_ratio_max,test_mae_ratio_min,test_mae_ratio_mean,train_mae,test_mae,train_rmse,test_rmse
0,RandomForestRegressor,MinMax,취미_레저,0.98,0.92,1227876328733015.8,4257352612677417.0,8.78,24.07,30.09,9.85,18.51222222222222,10979216.15,26225634.81,35041066.32,65248391.65
0,RandomForestRegressor,MinMax,부동산_숙박,0.99,0.94,9642264702868.46,59024439961673.98,11.33,29.59,30.09,9.85,18.51222222222222,1258567.69,3589730.47,3105199.62,7682736.49
0,RandomForestRegressor,MinMax,가구_전자기기,0.99,0.87,569049906647211.5,5056144369336477.0,10.59,30.09,30.09,9.85,18.51222222222222,11255330.43,30977757.07,23854766.96,71106570.51
0,RandomForestRegressor,Standard,식음료,0.99,0.95,169169010040900.3,1146233095859694.5,3.66,9.72,30.3,9.72,18.59888888888889,8892267.52,23216791.32,13006498.76,33856064.39
0,RandomForestRegressor,Standard,의료_건강,0.99,0.93,984981550240550.4,6827404845492637.0,3.69,10.17,30.3,9.72,18.59888888888889,18689578.26,48967963.98,31384415.72,82628111.71
0,RandomForestRegressor,Standard,소매_편의,0.99,0.93,1515185117974675.8,1.5674239981316926e+16,4.19,11.55,30.3,9.72,18.59888888888889,18815437.65,53288185.65,38925378.84,125196805.0
0,RandomForestRegressor,Standard,미용_패션,0.99,0.95,155403144250507.4,777267804648454.5,5.8,14.93,30.3,9.72,18.59888888888889,5133959.32,12730078.83,12466079.75,27879523.03
0,RandomForestRegressor,Standard,교육_학원,0.99,0.91,23842973113318.93,176479074997608.28,6.98,18.39,30.3,9.72,18.59888888888889,2734457.72,7182558.01,4882926.7,13284542.71
0,RandomForestRegressor,Standard,생활서비스,0.99,0.86,369734688888339.8,3250146146022875.5,6.19,18.55,30.3,9.72,18.59888888888889,9279282.47,27045774.11,19228486.39,57010053.03
0,RandomForestRegressor,Standard,취미_레저,0.98,0.92,1187676588964435.0,4427238243018657.0,8.76,24.04,30.3,9.72,18.59888888888889,10952631.98,26186719.03,34462684.01,66537495.02
0,RandomForestRegressor,Standard,부동산_숙박,0.99,0.94,9556834461354.84,58959951507315.02,11.3,29.74,30.3,9.72,18.59888888888889,1255334.04,3606756.33,3091413.02,7678538.37
0,RandomForestRegressor,Standard,가구_전자기기,0.99,0.87,553912043571036.94,5193618742274781.0,10.57,30.3,30.3,9.72,18.59888888888889,11231009.17,31187009.38,23535336.06,72066765.87
0,RandomForestRegressor,Default,식음료,0.99,0.95,173578507708575.28,1140018948679597.8,3.71,9.7,31.17,9.7,18.686666666666667,9002118.4,23173555.96,13174919.65,33764166.64
0,RandomForestRegressor,Default,의료_건강,0.99,0.93,1029223218886644.8,6779056149318995.0,3.7,10.09,31.17,9.7,18.686666666666667,18750471.44,48576523.59,32081508.99,82335023.83
0,RandomForestRegressor,Default,소매_편의,0.99,0.94,1572486952280574.5,1.3345503593990586e+16,4.22,11.45,31.17,9.7,18.686666666666667,18959015.46,52853244.23,39654595.6,115522740.59
0,RandomForestRegressor,Default,미용_패션,0.99,0.96,165730044297584.9,723513038049919.2,5.84,14.77,31.17,9.7,18.686666666666667,5167628.4,12585727.69,12873618.15,26898197.67
0,RandomForestRegressor,Default,교육_학원,0.99,0.91,23325978789029.02,176858617004368.06,6.98,18.38,31.17,9.7,18.686666666666667,2731243.27,7180536.11,4829697.59,13298820.14
0,RandomForestRegressor,Default,생활서비스,0.99,0.86,376221067746376.4,3277359015940158.5,6.2,18.43,31.17,9.7,18.686666666666667,9296011.44,26867587.81,19396418.94,57248222.82
0,RandomForestRegressor,Default,취미_레저,0.98,0.92,1203252618296362.5,4345777775047505.5,8.85,24.04,31.17,9.7,18.686666666666667,11065896.74,26187984.49,34687931.88,65922513.42
0,RandomForestRegressor,Default,가구_전자기기,0.99,0.87,563965219769579.2,5221648245448377.0,10.56,30.15,31.17,9.7,18.686666666666667,11224446.07,31036094.1,23747951.91,72260973.18
0,RandomForestRegressor,Default,부동산_숙박,0.99,0.93,9717684705535.95,65312106902991.92,11.34,31.17,31.17,9.7,18.686666666666667,1260247.77,3780366.52,3117320.12,8081590.62
0,LinearRegression,MinMax,의료_건강,0.9,0.87,1.162580169264946e+16,1.1750658516283628e+16,12.11,13.28,43.39,13.28,24.92111111111112,61374957.12,63966989.75,107823010.96,108400454.41
0,LinearRegression,MinMax,식음료,0.9,0.88,2389902362323652.0,2463810105044073.0,14.52,15.08,43.39,13.28,24.92111111111112,35274679.94,36030324.71,48886627.64,49636781.78
0,LinearRegression,MinMax,소매_편의,0.91,0.92,1.3378524842109626e+16,1.6002158750728506e+16,15.04,15.81,43.39,13.28,24.92111111111112,67514795.8,72972417.48,115665573.28,126499639.33
0,LinearRegression,MinMax,생활서비스,0.88,0.85,3119929499324720.0,3427624184760754.5,18.95,20.36,43.39,13.28,24.92111111111112,28391337.52,29678050.21,55856329.09,58545915.18
0,LinearRegression,MinMax,미용_패션,0.89,0.89,2576836935361541.0,1821734292719416.8,20.95,20.71,43.39,13.28,24.92111111111112,18533839.25,17652188.3,50762554.46,42681779.4
0,LinearRegression,MinMax,교육_학원,0.83,0.81,317253700696888.25,376122312638257.1,27.03,28.51,43.39,13.28,24.92111111111112,10582428.47,11134286.46,17811617.02,19393873.07
0,LinearRegression,MinMax,취미_레저,0.9,0.87,7269966840686355.0,6743809167326863.0,27.01,30.18,43.39,13.28,24.92111111111112,33765913.15,32879592.57,85264100.54,82120698.78
0,LinearRegression,MinMax,가구_전자기기,0.86,0.82,5531237660824334.0,6977926104708563.0,33.09,36.97,43.39,13.28,24.92111111111112,35170481.21,38053044.14,74372290.95,83533981.74
0,LinearRegression,MinMax,부동산_숙박,0.91,0.89,63943889739766.49,99642066995887.95,34.07,43.39,43.39,13.28,24.92111111111112,3786581.53,5262682.51,7996492.34,9982087.31
0,LinearRegression,Standard,의료_건강,0.9,0.87,1.1625811056975022e+16,1.175067814709885e+16,12.11,13.28,88727.29,13.28,9878.82,61375116.79,63967202.57,107823054.39,108400544.96
0,LinearRegression,Standard,식음료,0.9,0.88,2389902957330775.5,2463817077021904.0,14.52,15.08,88727.29,13.28,9878.82,35274752.1,36030482.92,48886633.73,49636852.01
0,LinearRegression,Standard,소매_편의,0.91,0.92,1.3378540741836294e+16,1.6002474452855852e+16,15.04,15.81,88727.29,13.28,9878.82,67513819.08,72971707.1,115665642.01,126500887.16
0,LinearRegression,Standard,생활서비스,0.88,0.85,3119930667528530.0,3427624235793927.0,18.95,20.36,88727.29,13.28,9878.82,28391240.56,29677954.83,55856339.55,58545915.62
0,LinearRegression,Standard,미용_패션,0.89,0.89,2576837217605034.0,1821733155872756.0,20.95,20.71,88727.29,13.28,9878.82,18533845.43,17652177.47,50762557.24,42681766.08
0,LinearRegression,Standard,교육_학원,0.83,0.81,317253460026058.25,376121849422193.6,27.03,28.51,88727.29,13.28,9878.82,10582407.3,11134260.19,17811610.26,19393861.13
0,LinearRegression,Standard,취미_레저,0.9,0.87,7269966356450282.0,6743806814672349.0,27.01,30.18,88727.29,13.28,9878.82,33765855.44,32879439.94,85264097.7,82120684.45
0,LinearRegression,Standard,가구_전자기기,0.86,0.75,5531237734063265.0,9653881115116318.0,33.09,38.16,88727.29,13.28,9878.82,35170373.75,39279334.03,74372291.44,98254165.89
0,LinearRegression,Standard,부동산_숙박,0.91,-9608290.0,63943995929280.55,8.900053733529072e+21,34.08,88727.29,88727.29,13.28,9878.82,3786829.41,10762206872.16,7996498.98,94340096107.27
0,LinearRegression,Default,의료_건강,0.89,0.86,1.2957347183039256e+16,1.2901406559457378e+16,12.99,14.24,51.73,14.24,28.85333333333333,65831478.81,68563335.25,113830343.86,113584358.78
0,LinearRegression,Default,식음료,0.9,0.87,2622620243482962.0,2710321503838843.5,15.49,16.07,51.73,14.24,28.85333333333333,37618281.55,38377084.1,51211524.52,52060748.21
0,LinearRegression,Default,생활서비스,0.87,0.84,3317929945204114.0,3630470834063809.5,20.5,22.05,51.73,14.24,28.85333333333333,30718277.08,32138815.32,57601475.2,60253388.57
0,LinearRegression,Default,소매_편의,0.58,0.39,6.425844398239905e+16,1.2749246874392662e+17,19.57,22.24,51.73,14.24,28.85333333333333,87847351.74,102653909.79,253492492.95,357060875.4
0,LinearRegression,Default,미용_패션,0.88,0.88,2787168112236432.0,2007821704393934.0,24.74,24.92,51.73,14.24,28.85333333333333,21884108.01,21239793.5,52793637.04,44808723.53
0,LinearRegression,Default,교육_학원,0.81,0.79,351689435582108.9,406223746102919.6,29.47,30.91,51.73,14.24,28.85333333333333,11538555.11,12073224.24,18753384.64,20154993.08
0,LinearRegression,Default,취미_레저,0.89,0.87,7854027731314437.0,7158272630864484.0,32.39,36.4,51.73,14.24,28.85333333333333,40492318.26,39659249.49,88622952.62,84606575.58
0,LinearRegression,Default,가구_전자기기,0.85,0.81,5763251448141337.0,7331271691013389.0,36.75,41.12,51.73,14.24,28.85333333333333,39063167.87,42332003.36,75916081.62,85622845.61
0,LinearRegression,Default,부동산_숙박,0.89,0.89,76651980125624.66,99687864693998.36,44.76,51.73,51.73,14.24,28.85333333333333,4973988.37,6274025.45,8755111.66,9984381.04
1,ElasticNet,MinMax,의료_건강,0.04,0.04,1.0757941020261197e+17,9.295882688152893e+16,41.89,40.27,108.55,40.27,73.89999999999999,209359926.82,199607417.46,327993003.28,304891500.18
1,ElasticNet,MinMax,식음료,0.08,0.08,2.1509646540074724e+16,2.411603517815333e+16,44.87,44.42,108.55,40.27,73.89999999999999,107354551.67,107938371.4,146661673.73,155293384.21
1,ElasticNet,MinMax,소매_편의,0.03,0.02,1.52009602734382e+17,1.836379263610248e+17,50.4,50.67,108.55,40.27,73.89999999999999,224814494.21,235836887.08,389884088.84,428529959.7
1,ElasticNet,MinMax,생활서비스,0.03,0.03,2.23463729859604e+16,3.253232856333769e+16,63.48,67.46,108.55,40.27,73.89999999999999,93708434.72,102239946.29,149487032.84,180367204.79
1,ElasticNet,MinMax,교육_학원,0.05,0.04,1738192492890830.5,1901650616660888.8,72.5,72.44,108.55,40.27,73.89999999999999,28006022.56,28667438.38,41691635.77,43607919.2
1,ElasticNet,MinMax,미용_패션,0.03,0.03,2.2968904003925864e+16,1.4927709056696366e+16,87.53,85.99,108.55,40.27,73.89999999999999,77441058.98,71905996.24,151554953.74,122179004.16
1,ElasticNet,MinMax,취미_레저,0.03,0.02,6.902561287513633e+16,7.1147872473121816e+16,88.02,88.78,108.55,40.27,73.89999999999999,107872374.18,105233254.99,262727259.48,266735585.31
1,ElasticNet,MinMax,부동산_숙박,0.16,0.16,637142377525212.1,613193296133878.4,116.82,106.52,108.55,40.27,73.89999999999999,12992084.25,12832550.39,25241679.37,24762740.08
1,ElasticNet,MinMax,가구_전자기기,0.04,0.04,3.826809315109874e+16,3.347044883580417e+16,104.84,108.55,108.55,40.27,73.89999999999999,112446943.02,111367415.42,195622322.73,182949306.74
1,ElasticNet,Standard,의료_건강,0.91,0.9,1.0556756207161934e+16,9895586566704610.0,12.51,12.47,38.15,12.47,24.512222222222224,62503639.75,61829308.77,102746076.36,99476562.9
1,ElasticNet,Standard,식음료,0.91,0.89,2064083012356709.2,2777624215396245.0,13.34,14.53,38.15,12.47,24.512222222222224,31924771.4,35303865.6,45432180.36,52703170.83
1,ElasticNet,Standard,소매_편의,0.86,0.83,2.114609896697919e+16,3.2555287289888416e+16,13.99,15.17,38.15,12.47,24.512222222222224,62398826.46,70591568.63,145416983.08,180430837.97
1,ElasticNet,Standard,생활서비스,0.84,0.86,3636721540801272.0,4577915512936659.0,21.76,22.76,38.15,12.47,24.512222222222224,32115398.48,34499001.41,60305236.43,67660294.95
1,ElasticNet,Standard,미용_패션,0.91,0.89,2062652965447613.5,1720464577496663.2,22.98,23.73,38.15,12.47,24.512222222222224,20336157.91,19847647.07,45416439.37,41478483.31
1,ElasticNet,Standard,교육_학원,0.87,0.86,234155146284908.0,286655232651340.25,24.08,24.14,38.15,12.47,24.512222222222224,9300883.53,9554819.92,15302128.82,16930895.8
1,ElasticNet,Standard,취미_레저,0.87,0.87,8990275852810696.0,9186419561687624.0,30.11,31.57,38.15,12.47,24.512222222222224,36898729.54,37419257.11,94817065.2,95845811.39
1,ElasticNet,Standard,부동산_숙박,0.91,0.89,70247414682187.8,77278766820079.38,37.0,38.09,38.15,12.47,24.512222222222224,4115173.17,4589074.41,8381373.08,8790834.25
1,ElasticNet,Standard,가구_전자기기,0.86,0.85,5700407994809038.0,5298805917075118.0,36.71,38.15,38.15,12.47,24.512222222222224,39377698.68,39142779.1,75501046.32,72792897.44
1,ElasticNet,Default,의료_건강,0.94,0.94,7010660636803500.0,5463839312555263.0,9.28,8.81,33.19,8.81,18.843333333333334,46380389.92,43643743.15,83729687.91,73917787.52
1,ElasticNet,Default,식음료,0.95,0.95,1160021551863426.5,1264722148376784.2,9.15,9.36,33.19,8.81,18.843333333333334,21887216.83,22736172.18,34059089.12,35562932.22
1,ElasticNet,Default,소매_편의,0.96,0.94,6941275152037861.0,1.053196143970442e+16,10.15,10.51,33.19,8.81,18.843333333333334,45276872.62,48929940.53,83314315.41,102625345.02
1,ElasticNet,Default,미용_패션,0.94,0.93,1355989331286415.5,1068904616794290.2,16.94,16.35,33.19,8.81,18.843333333333334,14984153.93,13675916.17,36823760.42,32694106.76
1,ElasticNet,Default,생활서비스,0.84,0.91,3748061507301848.0,2922257357164232.5,18.77,17.62,33.19,8.81,18.843333333333334,27709913.7,26703253.39,61221413.8,54057907.44
1,ElasticNet,Default,교육_학원,0.91,0.89,161850164517181.0,220312727387005.3,17.79,18.39,33.19,8.81,18.843333333333334,6871442.74,7278539.51,12722034.61,14842935.27
1,ElasticNet,Default,취미_레저,0.87,0.89,9357959527514246.0,8021784204544762.0,25.63,25.59,33.19,8.81,18.843333333333334,31412300.34,30328736.37,96736547.01,89564413.72
1,ElasticNet,Default,부동산_숙박,0.92,0.94,63348794777220.34,44572579221092.9,33.18,29.77,33.19,8.81,18.843333333333334,3689746.59,3586794.98,7959195.61,6676269.86
1,ElasticNet,Default,가구_전자기기,0.86,0.84,5593339513819760.0,5522719107907265.0,31.89,33.19,33.19,8.81,18.843333333333334,34198616.18,34053604.06,74788632.25,74314999.21
1,MLPRegressor,MinMax,교육_학원,-0.82,-0.79,3312522216854394.0,3554580581213720.5,99.95,99.95,100.0,99.95,99.98555555555556,38608501.38,39554986.29,57554515.17,59620303.43
1,MLPRegressor,MinMax,취미_레저,-0.21,-0.19,8.585436021252171e+16,8.696884018329576e+16,99.98,99.98,100.0,99.95,99.98555555555556,122539726.47,118509443.99,293009146.98,294904798.51
1,MLPRegressor,MinMax,가구_전자기기,-0.29,-0.3,5.118254631407052e+16,4.522422359925781e+16,99.99,99.98,100.0,99.95,99.98555555555556,107238930.15,102578257.15,226235599.13,212659877.74
1,MLPRegressor,MinMax,미용_패션,-0.33,-0.45,3.151766189425508e+16,2.24014112556746e+16,99.98,99.98,100.0,99.95,99.98555555555556,88458648.64,83606070.31,177532143.27,149671010.07
1,MLPRegressor,MinMax,식음료,-2.45,-2.26,8.060819931906021e+16,8.512100586433882e+16,99.99,99.99,100.0,99.95,99.98555555555556,239252441.75,242988141.65,283915831.4,291755044.28
1,MLPRegressor,MinMax,생활서비스,-0.94,-0.68,4.487573453812426e+16,5.651255355342968e+16,99.99,99.99,100.0,99.95,99.98555555555556,147593838.51,151542505.52,211838935.37,237723691.61
1,MLPRegressor,MinMax,의료_건강,-2.23,-2.54,3.617039532856695e+17,3.4233023604453555e+17,100.0,100.0,100.0,99.95,99.98555555555556,499721264.74,495639211.55,601418284.79,585089938.42
1,MLPRegressor,MinMax,소매_편의,-1.27,-1.15,3.5506546407065075e+17,4.042501200830462e+17,100.0,100.0,100.0,99.95,99.98555555555556,446061286.34,465460679.36,595873698.09,635806668.79
1,MLPRegressor,MinMax,부동산_숙박,-0.16,-0.2,881382138893682.9,871340944819139.6,100.0,100.0,100.0,99.95,99.98555555555556,11120947.93,12046833.08,29688080.75,29518484.8
1,MLPRegressor,Standard,교육_학원,-0.82,-0.78,3308744975970701.0,3550773310231574.0,99.89,99.89,100.0,99.89,99.96777777777778,38586247.64,39533131.87,57521691.35,59588365.56
1,MLPRegressor,Standard,미용_패션,-0.33,-0.45,3.150401721164945e+16,2.2390358295532324e+16,99.95,99.95,100.0,99.89,99.96777777777778,88435583.62,83585108.18,177493710.34,149634081.33
1,MLPRegressor,Standard,생활서비스,-0.94,-0.68,4.485845272985877e+16,5.6494139139463416e+16,99.97,99.97,100.0,99.89,99.96777777777778,147560586.15,151512953.88,211798141.47,237684957.75
1,MLPRegressor,Standard,가구_전자기기,-0.29,-0.3,5.116859184776553e+16,4.521212482859294e+16,99.97,99.97,100.0,99.89,99.96777777777778,107223496.93,102565711.27,226204756.47,212631429.54
1,MLPRegressor,Standard,취미_레저,-0.21,-0.19,8.584191814020267e+16,8.695667052025614e+16,99.97,99.97,100.0,99.89,99.96777777777778,122526019.19,118496875.01,292987914.67,294884164.58
1,MLPRegressor,Standard,식음료,-2.45,-2.26,8.058710006562758e+16,8.509950780311174e+16,99.98,99.98,100.0,99.89,99.96777777777778,239224364.21,242960779.88,283878671.38,291718199.3
1,MLPRegressor,Standard,의료_건강,-2.23,-2.54,3.616656281279429e+17,3.422963424112609e+17,99.99,99.99,100.0,99.89,99.96777777777778,499694018.05,495614293.05,601386421.64,585060973.24
1,MLPRegressor,Standard,소매_편의,-1.27,-1.15,3.550283193155509e+17,4.042119790964851e+17,99.99,99.99,100.0,99.89,99.96777777777778,446033435.36,465433923.02,595842528.96,635776673.92
1,MLPRegressor,Standard,부동산_숙박,-0.16,-0.2,881371167273752.4,871330366685616.6,100.0,100.0,100.0,99.89,99.96777777777778,11121003.61,12046871.36,29687895.97,29518305.62
1,MLPRegressor,Default,의료_건강,0.94,0.94,7253037904591549.0,5615768867584622.0,9.42,9.02,32.16,9.02,18.49777777777778,47087457.11,44703269.82,85164769.15,74938433.85
1,MLPRegressor,Default,식음료,0.94,0.95,1331666694323959.5,1400495917037696.0,9.89,10.19,32.16,9.02,18.49777777777778,23667527.4,24753916.0,36492008.64,37423200.25
1,MLPRegressor,Default,소매_편의,0.95,0.94,7037267430155621.0,1.051136877001343e+16,10.2,10.59,32.16,9.02,18.49777777777778,45515698.48,49311998.65,83888422.5,102524966.57
1,MLPRegressor,Default,미용_패션,0.94,0.93,1386169257664352.8,1085464552006203.6,16.78,16.15,32.16,9.02,18.49777777777778,14849878.88,13503132.81,37231294.06,32946389.06
1,MLPRegressor,Default,생활서비스,0.83,0.91,3845546524014007.0,2953824979470477.0,18.59,17.35,32.16,9.02,18.49777777777778,27445865.19,26297350.04,62012470.71,54349102.84
1,MLPRegressor,Default,교육_학원,0.91,0.89,166647595806576.53,225626666417282.97,17.76,18.47,32.16,9.02,18.49777777777778,6861227.84,7310453.32,12909205.85,15020874.36
1,MLPRegressor,Default,취미_레저,0.87,0.89,9443745517904272.0,8065838634465661.0,25.12,24.68,32.16,9.02,18.49777777777778,30782907.54,29256690.86,97178935.57,89810014.11
1,MLPRegressor,Default,부동산_숙박,0.91,0.94,65227647152205.7,43539752813798.38,31.44,27.87,32.16,9.02,18.49777777777778,3496205.4,3357604.67,8076363.49,6598465.94
1,MLPRegressor,Default,가구_전자기기,0.86,0.84,5645081359560372.0,5652449742695219.0,30.88,32.16,32.16,9.02,18.49777777777778,33115024.43,32990514.49,75133756.46,75182775.57
1,SVR,Standard,의료_건강,-0.03,-0.03,1.150489405540501e+17,9.930279125976264e+16,41.81,40.53,95.24,40.53,67.14222222222222,208935786.22,200903437.11,339188650.39,315123454.0
1,SVR,Standard,식음료,-0.05,-0.06,2.4562839652635868e+16,2.754648025506733e+16,45.44,44.94,95.24,40.53,67.14222222222222,108735823.59,109211981.88,156725363.78,165971323.59
1,SVR,Standard,소매_편의,-0.03,-0.05,1.614972180940634e+17,1.962268983991243e+17,49.22,50.34,95.24,40.53,67.14222222222222,219569391.74,234329435.0,401867164.74,442975053.92
1,SVR,Standard,생활서비스,-0.05,-0.04,2.4267744397471628e+16,3.5009797588154644e+16,61.82,65.5,95.24,40.53,67.14222222222222,91252595.33,99267995.81,155781078.43,187109052.66
1,SVR,Standard,교육_학원,-0.1,-0.1,1995930923354812.8,2189866985592080.8,69.07,68.97,95.24,40.53,67.14222222222222,26681355.77,27294635.16,44675842.73,46796014.63
1,SVR,Standard,미용_패션,-0.08,-0.1,2.569438331733633e+16,1.7002428102961168e+16,75.08,73.57,95.24,40.53,67.14222222222222,66433503.16,61523332.48,160294676.51,130393359.12
1,SVR,Standard,취미_레저,-0.05,-0.04,7.453827197031872e+16,7.615017773329355e+16,77.14,76.52,95.24,40.53,67.14222222222222,94536495.51,90698415.46,273016981.1,275953216.57
1,SVR,Standard,가구_전자기기,-0.13,-0.13,4.481151545650631e+16,3.918519019347957e+16,87.71,88.67,95.24,40.53,67.14222222222222,94074265.46,90965964.03,211687305.85,197952494.79
1,SVR,Standard,부동산_숙박,-0.11,-0.14,843121265828709.6,829600235149849.9,94.91,95.24,95.24,40.53,67.14222222222222,10554602.62,11474238.85,29036550.52,28802781.73
1,SVR,MinMax,의료_건강,-0.03,-0.03,1.1504894048880957e+17,9.930279114227203e+16,41.81,40.53,95.24,40.53,67.14222222222222,208935778.48,200903432.11,339188650.29,315123453.81
1,SVR,MinMax,식음료,-0.05,-0.06,2.45628331885646e+16,2.754647346921522e+16,45.44,44.94,95.24,40.53,67.14222222222222,108735807.36,109211965.99,156725343.16,165971303.15
1,SVR,MinMax,소매_편의,-0.03,-0.05,1.614972210444816e+17,1.9622690309063152e+17,49.22,50.34,95.24,40.53,67.14222222222222,219569387.8,234329431.73,401867168.41,442975059.22
1,SVR,MinMax,생활서비스,-0.05,-0.04,2.426774006103879e+16,3.500979219435749e+16,61.82,65.5,95.24,40.53,67.14222222222222,91252589.5,99267990.87,155781064.51,187109038.25
1,SVR,MinMax,교육_학원,-0.1,-0.1,1995928942365897.2,2189864850616770.5,69.07,68.97,95.24,40.53,67.14222222222222,26681345.98,27294624.19,44675820.56,46795991.82
1,SVR,MinMax,미용_패션,-0.08,-0.1,2.569438322459686e+16,1.7002428095753372e+16,75.08,73.57,95.24,40.53,67.14222222222222,66433500.92,61523330.45,160294676.22,130393359.09
1,SVR,MinMax,취미_레저,-0.05,-0.04,7.453828140742704e+16,7.615018673977686e+16,77.14,76.52,95.24,40.53,67.14222222222222,94536487.61,90698405.73,273016998.39,275953232.89
1,SVR,MinMax,가구_전자기기,-0.13,-0.13,4.481151666588139e+16,3.918519133535832e+16,87.71,88.67,95.24,40.53,67.14222222222222,94074264.99,90965962.81,211687308.7,197952497.67
1,SVR,MinMax,부동산_숙박,-0.11,-0.14,843121331654357.6,829600313024931.4,94.91,95.24,95.24,40.53,67.14222222222222,10554603.7,11474240.53,29036551.65,28802783.08
1,SVR,Default,의료_건강,-0.03,-0.03,1.1504852539187282e+17,9.930238403543938e+16,41.81,40.53,95.24,40.53,67.14222222222222,208935115.95,200902756.14,339188038.4,315122807.86
1,SVR,Default,식음료,-0.05,-0.06,2.456255857559418e+16,2.754620304485925e+16,45.44,44.94,95.24,40.53,67.14222222222222,108734958.84,109211151.51,156724467.06,165970488.48
1,SVR,Default,소매_편의,-0.03,-0.05,1.614967948374402e+17,1.9622644906227245e+17,49.22,50.34,95.24,40.53,67.14222222222222,219568693.94,234328722.52,401866638.12,442974546.74
1,SVR,Default,생활서비스,-0.05,-0.04,2.4267528898726284e+16,3.5009576294558304e+16,61.82,65.5,95.24,40.53,67.14222222222222,91251781.89,99267180.76,155780386.76,187108461.31
1,SVR,Default,교육_학원,-0.1,-0.1,1995861698026323.5,2189795895991423.2,69.07,68.97,95.24,40.53,67.14222222222222,26680549.21,27293838.28,44675067.97,46795255.06
1,SVR,Default,미용_패션,-0.08,-0.1,2.569426634196594e+16,1.7002316565921298e+16,75.08,73.57,95.24,40.53,67.14222222222222,66433063.37,61522885.98,160294311.63,130392931.43
1,SVR,Default,취미_레저,-0.05,-0.04,7.453812671815549e+16,7.615003884238416e+16,77.13,76.52,95.24,40.53,67.14222222222222,94536121.64,90698040.28,273016715.09,275952964.91
1,SVR,Default,가구_전자기기,-0.13,-0.13,4.481134969623906e+16,3.918503095484306e+16,87.71,88.67,95.24,40.53,67.14222222222222,94073888.75,90965591.66,211686914.32,197952092.58
1,SVR,Default,부동산_숙박,-0.11,-0.14,843119923976409.0,829598678517681.9,94.9,95.24,95.24,40.53,67.14222222222222,10554584.53,11474215.72,29036527.41,28802754.7
1,LGBMRegressor,MinMax,식음료,0.98,0.97,428126725680036.4,814781926001037.6,5.54,6.87,35.85,6.87,19.232222222222223,13255429.39,16706072.81,20691223.4,28544385.19
1,LGBMRegressor,MinMax,의료_건강,0.96,0.93,4091053356305779.0,6501774603945440.0,7.32,9.21,35.85,6.87,19.232222222222223,36573643.25,45625920.05,63961342.67,80633582.36
1,LGBMRegressor,MinMax,소매_편의,0.97,0.94,5340656890432393.0,1.1741671163487458e+16,8.19,10.52,35.85,6.87,19.232222222222223,36550378.68,48979724.45,73079798.1,108358992.07
1,LGBMRegressor,MinMax,미용_패션,0.97,0.92,801231129871938.2,1291303949422033.5,11.77,15.55,35.85,6.87,19.232222222222223,10416058.23,13005274.54,28306026.39,35934717.88
1,LGBMRegressor,MinMax,생활서비스,0.93,0.89,1533941993198711.0,3833518082543923.0,13.77,17.65,35.85,6.87,19.232222222222223,20323936.98,26752484.77,39165571.53,61915410.7
1,LGBMRegressor,MinMax,교육_학원,0.96,0.87,73674439815798.47,253070801754584.62,13.12,18.06,35.85,6.87,19.232222222222223,5068154.23,7146324.87,8583381.61,15908199.2
1,LGBMRegressor,MinMax,취미_레저,0.93,0.91,4708366104600064.0,6833700207568442.0,20.01,26.77,35.85,6.87,19.232222222222223,24528257.8,31726701.81,68617534.96,82666197.49
1,LGBMRegressor,MinMax,가구_전자기기,0.95,0.86,2097207073586056.0,4816669599744997.0,22.49,32.61,35.85,6.87,19.232222222222223,24120089.72,33453858.4,45795273.49,69402230.51
1,LGBMRegressor,MinMax,부동산_숙박,0.96,0.92,29026848725655.56,58739135284488.04,18.01,35.85,35.85,6.87,19.232222222222223,2002962.56,4319064.21,5387657.07,7664146.09
1,LGBMRegressor,Standard,식음료,0.98,0.97,429481076279159.1,808968379973470.2,5.54,6.87,35.43,6.87,19.18555555555556,13249770.29,16703757.54,20723925.21,28442369.45
1,LGBMRegressor,Standard,의료_건강,0.96,0.93,4281426677596840.0,6733923237748512.0,7.42,9.27,35.43,6.87,19.18555555555556,37070564.73,45958674.0,65432611.73,82060485.24
1,LGBMRegressor,Standard,소매_편의,0.97,0.94,5277760858205592.0,1.1402587929163616e+16,8.21,10.4,35.43,6.87,19.18555555555556,36603669.22,48408451.66,72648199.28,106782900.92
1,LGBMRegressor,Standard,미용_패션,0.97,0.92,806028083738643.4,1306364793595973.0,11.82,15.48,35.43,6.87,19.18555555555556,10454902.51,12946904.51,28390633.73,36143668.79
1,LGBMRegressor,Standard,생활서비스,0.93,0.89,1522961976111421.5,3716275668916806.5,13.76,17.4,35.43,6.87,19.18555555555556,20305120.46,26372677.9,39025145.43,60961263.68
1,LGBMRegressor,Standard,교육_학원,0.96,0.87,73876388119402.23,250884934118909.2,13.13,18.1,35.43,6.87,19.18555555555556,5072697.66,7162275.8,8595137.47,15839347.65
1,LGBMRegressor,Standard,취미_레저,0.94,0.9,4536220579929951.0,7309925095224306.0,19.67,27.28,35.43,6.87,19.18555555555556,24113535.16,32336550.73,67351470.51,85498099.95
